,alumnusLabel,organisationLabel,placeLabel,countryLabel
2295,Zhong Zhihua,Linköping University,Linköping Municipality,Sweden
2296,Lars Hultman,Linköping University,Linköping Municipality,Sweden
2297,Fredrik Gustafsson,Linköping University,Linköping Municipality,Sweden
2298,Jan-Eric Sundgren,Linköping University,Linköping Municipality,Sweden
2299,Helen Dannetun,Linköping University,Linköping Municipality,Sweden
2300,Martin Kylhammar,Linköping University,Linköping Municipality,Sweden
2301,Naira Topooco,Linköping University,Linköping Municipality,Sweden
2302,Per Milberg,Linköping University,Linköping Municipality,Sweden
2303,Fredrik Elinder,Linköping University,Linköping Municipality,Sweden
2304,Johan Brask,Linköping University,Linköping Municipality,Sweden
2305,Susanne Kelfve,Linköping University,Linköping Municipality,Sweden
2306,Mattias Villani,Linköping University,Linköping Municipality,Sweden
2307,Gunnar Aschan,Linköping University,Linköping Municipality,Sweden
2308,Gerhard Andersson,Linköping University,Linköping Municipality,Sweden
2309,Zhong Zhihua,Linköping University,Linköping Municipality,Sweden
2310,John Carstensen,Linköping University,Linköping Municipality,Sweden
2311,Erik Sandewall,Linköping University,Linköping Municipality,Sweden
2312,Andreas Tjärnberg,Linköping University,Linköping Municipality,Sweden
2313,Ali Reza Majlesi,Linköping University,Linköping Municipality,Sweden
2314,Lina S V Roth,Linköping University,Linköping Municipality,Sweden
2315,Anders Rosén,Linköping University,Linköping Municipality,Sweden
2316,Jerker Rönnberg,Linköping University,Linköping Municipality,Sweden
2317,Fredrik Nyström,Linköping University,Linköping Municipality,Sweden
2318,Kjell-Ove Widman,Linköping University,Linköping Municipality,Sweden
2319,Ragnar Berlin,Linköping University,Linköping Municipality,Sweden
2320,Nils Starfelt,Linköping University,Linköping Municipality,Sweden
2321,Johnny Ludvigsson,Linköping University,Linköping Municipality,Sweden
2322,Yngve A. A. Larsson,Linköping University,Linköping Municipality,Sweden
2323,Max Larsson,Linköping University,Linköping Municipality,Sweden
2324,Lennart Ljung,Linköping University,Linköping Municipality,Sweden
2325,Göran Goldkuhl,Linköping University,Linköping Municipality,Sweden
2326,Andreas Tjärnberg,Linköping University,Linköping Municipality,Sweden
2327,Lars Baltzer,Linköping University,Linköping Municipality,Sweden
2328,Åke Öberg,Linköping University,Linköping Municipality,Sweden
2329,Per Milberg,Linköping University,Linköping Municipality,Sweden
2330,Per Jensen,Linköping University,Linköping Municipality,Sweden
2331,Bo Bergman,Linköping University,Linköping Municipality,Sweden
2332,Stig Hagström,Linköping University,Linköping Municipality,Sweden
2333,Patricia Hansen,National University of La Plata,La Plata,Argentina
2334,Per Mollerup,Swinburne University of Technology,Victoria,Australia
2335,Zongli Zheng,City University of Hong Kong,Hong Kong,People's Republic of China
2336,Johann Jacob Ferber,Bergakademie Berlin,Berlin,Germany
2337,Carl Frænell,Bergsunds Mekaniska Verkstad,Stockholm Municipality,Sweden
2338,Andris Vaivads,Max Planck Institute for Extraterrestrial Physics,Garching bei München,Germany
2339,Xin Lu,National University of Defense Technology,Changsha,People's Republic of China
2340,Rafael Camacho,Katholieke Universiteit Leuven,Leuven,Belgium
2341,Torkel Wallmark,Chalmers University of Technology,Gothenburg Municipality,Sweden
2342,Nils Göran Sjöstrand,Chalmers University of Technology,Gothenburg Municipality,Sweden
2343,Lembit Sihver,Chalmers University of Technology,Gothenburg Municipality,Sweden
2344,Birger Qvarnström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2345,Fritz Pegelow,Chalmers University of Technology,Gothenburg Municipality,Sweden
2346,Lars Nordström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2347,Ingvar Lindgren,Chalmers University of Technology,Gothenburg Municipality,Sweden
2348,Ingvar Jung,Chalmers University of Technology,Gothenburg Municipality,Sweden
2349,Hjalmar Granholm,Chalmers University of Technology,Gothenburg Municipality,Sweden
2350,Janis Bubenko,Chalmers University of Technology,Gothenburg Municipality,Sweden
2351,Nils Bengtsson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2352,Carl-Georg Aurell,Chalmers University of Technology,Gothenburg Municipality,Sweden
2353,Lina Bertling Tjernberg,Chalmers University of Technology,Gothenburg Municipality,Sweden
2354,Per Hedelin,Chalmers University of Technology,Gothenburg Municipality,Sweden
2355,Sune Lindström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2356,Erik Agrell,Chalmers University of Technology,Gothenburg Municipality,Sweden
2357,Sofia Börjesson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2358,Torleiv Orhaug,Chalmers University of Technology,Gothenburg Municipality,Sweden
2359,Yngve Hamnerius,Chalmers University of Technology,Gothenburg Municipality,Sweden
2360,Pontus Johannisson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2361,Gesa Praetorius,Chalmers University of Technology,Gothenburg Municipality,Sweden
2362,Lars M. H. Ulander,Chalmers University of Technology,Gothenburg Municipality,Sweden
2363,Baharan Ali Doosti,Chalmers University of Technology,Gothenburg Municipality,Sweden
2364,Anna Martinelli,Chalmers University of Technology,Gothenburg Municipality,Sweden
2365,Åsa Haglund,Chalmers University of Technology,Gothenburg Municipality,Sweden
2366,Jan Stake,Chalmers University of Technology,Gothenburg Municipality,Sweden
2367,Nadia Peerboom,Chalmers University of Technology,Gothenburg Municipality,Sweden
2368,Raul Barbosa,Chalmers University of Technology,Gothenburg Municipality,Sweden
2369,Anette Larsson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2370,Dan Li,Chalmers University of Technology,Gothenburg Municipality,Sweden
2371,Cecilia Berlin,Chalmers University of Technology,Gothenburg Municipality,Sweden
2372,Zhihang Wang,Chalmers University of Technology,Gothenburg Municipality,Sweden
2373,PER LUNDGREN,Chalmers University of Technology,Gothenburg Municipality,Sweden
2374,Johan Dunevall,Chalmers University of Technology,Gothenburg Municipality,Sweden
2375,Gustav Jönsson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2376,Magdalena Svanström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2377,Jonna Hynynen,Chalmers University of Technology,Gothenburg Municipality,Sweden
2378,Thomas Nilsson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2379,Maria Elmquist,Chalmers University of Technology,Gothenburg Municipality,Sweden
2380,Henrikke Baumann,Chalmers University of Technology,Gothenburg Municipality,Sweden
2381,Magnus Karlsson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2382,Thomas Eriksson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2383,Anton F Kockum,Chalmers University of Technology,Gothenburg Municipality,Sweden
2384,Anna Ström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2385,Gunnar Kärrholm,Chalmers University of Technology,Gothenburg Municipality,Sweden
2386,Marianne Kärrholm,Chalmers University of Technology,Gothenburg Municipality,Sweden
2387,Johan Winges,Chalmers University of Technology,Gothenburg Municipality,Sweden
2388,Alexandra Paul,Chalmers University of Technology,Gothenburg Municipality,Sweden
2389,Mats Y. Svensson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2390,Britt-marie Wilén,Chalmers University of Technology,Gothenburg Municipality,Sweden
2391,Carl Johan Franzén,Chalmers University of Technology,Gothenburg Municipality,Sweden
2392,Juris Kiskis,Chalmers University of Technology,Gothenburg Municipality,Sweden
2393,Robert J. Berman,Chalmers University of Technology,Gothenburg Municipality,Sweden
2394,Pernilla Wittung-Stafshede,Chalmers University of Technology,Gothenburg Municipality,Sweden
2395,Erik G. Ström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2396,Gunnar Bjursell,Chalmers University of Technology,Gothenburg Municipality,Sweden
2397,Alexandr Nasedkin,Chalmers University of Technology,Gothenburg Municipality,Sweden
2398,Cyrill Brosset,Chalmers University of Technology,Gothenburg Municipality,Sweden
2399,Karin Markides,Chalmers University of Technology,Gothenburg Municipality,Sweden
2400,Robert Magnusson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2401,Sven Lavemark,Chalmers University of Technology,Gothenburg Municipality,Sweden
2402,Louise Olsson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2403,Maria Knutson Wedel,Chalmers University of Technology,Gothenburg Municipality,Sweden
2404,Anders Svennerud,Chalmers University of Technology,Gothenburg Municipality,Sweden
2405,Sven Hansbo,Chalmers University of Technology,Gothenburg Municipality,Sweden
2406,Peter Hansbo,Chalmers University of Technology,Gothenburg Municipality,Sweden
2407,Per-Olof Nilsson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2408,Rune Falk,Chalmers University of Technology,Gothenburg Municipality,Sweden
2409,Melchior Wernstedt,Chalmers University of Technology,Gothenburg Municipality,Sweden
2410,Gunnar Weijman-Hane,Chalmers University of Technology,Gothenburg Municipality,Sweden
2411,Erik Stemme,Chalmers University of Technology,Gothenburg Municipality,Sweden
2412,Anders Sjöberg,Chalmers University of Technology,Gothenburg Municipality,Sweden
2413,Erik Kollberg,Chalmers University of Technology,Gothenburg Municipality,Sweden
2414,Lars Samuelson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2415,Sven Olving,Chalmers University of Technology,Gothenburg Municipality,Sweden
2416,Ingemar Lundström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2417,Anders Lindblad,Chalmers University of Technology,Gothenburg Municipality,Sweden
2418,Tomas Kåberger,Chalmers University of Technology,Gothenburg Municipality,Sweden
2419,Olle Häggström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2420,Folke Hjalmers,Chalmers University of Technology,Gothenburg Municipality,Sweden
2421,Christian Ekberg,Chalmers University of Technology,Gothenburg Municipality,Sweden
2422,Janis Bubenko,Chalmers University of Technology,Gothenburg Municipality,Sweden
2423,Hans-Olof Andrén,Chalmers University of Technology,Gothenburg Municipality,Sweden
2424,Bror Viktor Adler,Chalmers University of Technology,Gothenburg Municipality,Sweden
2425,Andreas Ekström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2426,Hans Fog,Chalmers University of Technology,Gothenburg Municipality,Sweden
2427,Jan Stefenson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2428,Anne-Marie Hermansson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2429,Anna Dubois,Chalmers University of Technology,Gothenburg Municipality,Sweden
2430,Leif Östling,Chalmers University of Technology,Gothenburg Municipality,Sweden
2431,Helge Zimdal,Chalmers University of Technology,Gothenburg Municipality,Sweden
2432,Gustaf Robert Dahlander,Chalmers University of Technology,Gothenburg Municipality,Sweden
2433,Gert Wingårdh,Chalmers University of Technology,Gothenburg Municipality,Sweden
2434,Mats Viberg,Chalmers University of Technology,Gothenburg Municipality,Sweden
2435,Jan-Eric Sundgren,Chalmers University of Technology,Gothenburg Municipality,Sweden
2436,Jessica Lindholm,Chalmers University of Technology,Gothenburg Municipality,Sweden
2437,Itai Panas,Chalmers University of Technology,Gothenburg Municipality,Sweden
2438,Arne Broman,Chalmers University of Technology,Gothenburg Municipality,Sweden
2439,Olof Sjöstrand,Chalmers University of Technology,Gothenburg Municipality,Sweden
2440,Alf Sjölander,Chalmers University of Technology,Gothenburg Municipality,Sweden
2441,Leif Arkeryd,Chalmers University of Technology,Gothenburg Municipality,Sweden
2442,Abraham Langlet,Chalmers University of Technology,Gothenburg Municipality,Sweden
2443,Vidar Thomée,Chalmers University of Technology,Gothenburg Municipality,Sweden
2444,Carina Persson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2445,Curt Roslund,Chalmers University of Technology,Gothenburg Municipality,Sweden
2446,Stig Lundqvist,Chalmers University of Technology,Gothenburg Municipality,Sweden
2447,Ingvar Lindgren,Chalmers University of Technology,Gothenburg Municipality,Sweden
2448,Harald Bergström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2449,Jan Riise,Chalmers University of Technology,Gothenburg Municipality,Sweden
2450,Gunnar Dahlbäck,Chalmers University of Technology,Gothenburg Municipality,Sweden
2451,Lars Samuelson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2452,Johan Martin Lovén,Chalmers University of Technology,Gothenburg Municipality,Sweden
2453,Per Delsing,Chalmers University of Technology,Gothenburg Municipality,Sweden
2454,Mikael Molin,Chalmers University of Technology,Gothenburg Municipality,Sweden
2455,Maria Elmquist,Chalmers University of Technology,Gothenburg Municipality,Sweden
2456,Christer Larsson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2457,Marina Alexandersson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2458,Hans Löfsten,Chalmers University of Technology,Gothenburg Municipality,Sweden
2459,Lars-Erik Gadde,Chalmers University of Technology,Gothenburg Municipality,Sweden
2460,Carl Brunius,Chalmers University of Technology,Gothenburg Municipality,Sweden
2461,Alastair B. Ross,Chalmers University of Technology,Gothenburg Municipality,Sweden
2462,Anne-Marie Hermansson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2463,Bengt Nordén,Chalmers University of Technology,Gothenburg Municipality,Sweden
2464,Stig Centerwall,Chalmers University of Technology,Gothenburg Municipality,Sweden
2465,Bo Bergman,Chalmers University of Technology,Gothenburg Municipality,Sweden
2466,Stig Hagström,Chalmers University of Technology,Gothenburg Municipality,Sweden
2467,Nils Gralén,Chalmers University of Technology,Gothenburg Municipality,Sweden
2468,Hilding Faxén,Chalmers University of Technology,Gothenburg Municipality,Sweden
2469,Åke Gerhard Ekstrand,Chalmers University of Technology,Gothenburg Municipality,Sweden
2470,Nils Svartholm,Chalmers University of Technology,Gothenburg Municipality,Sweden
2471,Joakim Norbeck,Chalmers University of Technology,Gothenburg Municipality,Sweden
2472,Bengt Kasemo,Chalmers University of Technology,Gothenburg Municipality,Sweden
2473,Bo Berndtsson,Chalmers University of Technology,Gothenburg Municipality,Sweden
2474,Anders Winroth,Newcastle University,City of Newcastle upon Tyne,United Kingdom
2475,Mari Palta,University of Wisconsin–Madison,Madison,United States of America
2476,Nils Hasselmo,University of Wisconsin–Madison,Madison,United States of America
2477,Gunnar Christie Wasberg,University of Wisconsin–Madison,Madison,United States of America
2478,Isabelle Attard,Muséum national d'histoire naturelle,Paris,France
2479,Solfrid Söderlind,Nationalmuseum,Stockholm Municipality,Sweden
2480,Linda Hinners,Nationalmuseum,Stockholm Municipality,Sweden
2481,Solfrid Söderlind,Nationalmuseum,Stockholm Municipality,Sweden
2482,Ulla Ehrensvärd,Nationalmuseum,Stockholm Municipality,Sweden
2483,Peter Nordlander,Rice University,Houston,United States of America
2484,Magnus Nyrén,Pulkovo Observatory,Saint Petersburg,Russia
2485,Magnus Nyrén,Pulkovo Observatory,Pulkovo Mountain,Russia
2486,Oskar Backlund,Pulkovo Observatory,Saint Petersburg,Russia
2487,Oskar Backlund,Pulkovo Observatory,Pulkovo Mountain,Russia
2488,Christoffer Åberg,University of Groningen,Groningen,Netherlands
2489,Jan Bosch,University of Groningen,Groningen,Netherlands
2490,Paul Åberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2491,Lars H Zetterberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2492,Lars Erik Zachrisson,Royal Institute of Technology,Stockholm Municipality,Sweden
2493,Ragnar Woxén,Royal Institute of Technology,Stockholm Municipality,Sweden
2494,Torbjörn Westermark,Royal Institute of Technology,Stockholm Municipality,Sweden
2495,Hans Werthén,Royal Institute of Technology,Stockholm Municipality,Sweden
2496,Gunnar Wallquist,Royal Institute of Technology,Stockholm Municipality,Sweden
2497,Axel Wahlberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2498,Oscar Tjernberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2499,Anders J. Thor,Royal Institute of Technology,Stockholm Municipality,Sweden
2500,Lennart Stockman,Royal Institute of Technology,Stockholm Municipality,Sweden
2501,Håkan Sterky,Royal Institute of Technology,Stockholm Municipality,Sweden
2502,Klas Sondén,Royal Institute of Technology,Stockholm Municipality,Sweden
2503,Hans Ringström,Royal Institute of Technology,Stockholm Municipality,Sweden
2504,Frigyes Reisch,Royal Institute of Technology,Stockholm Municipality,Sweden
2505,Alf Rehn,Royal Institute of Technology,Stockholm Municipality,Sweden
2506,Magnus Oledal,Royal Institute of Technology,Stockholm Municipality,Sweden
2507,Pål Nyrén,Royal Institute of Technology,Stockholm Municipality,Sweden
2508,Anders Norén,Royal Institute of Technology,Stockholm Municipality,Sweden
2509,Björn Nilsson,Royal Institute of Technology,Stockholm Municipality,Sweden
2510,Bo-Lennart Nelldal,Royal Institute of Technology,Stockholm Municipality,Sweden
2511,Curt Mileikowsky,Royal Institute of Technology,Stockholm Municipality,Sweden
2512,Ian Wachtmeister,Royal Institute of Technology,Stockholm Municipality,Sweden
2513,Einar Mattsson,Royal Institute of Technology,Stockholm Municipality,Sweden
2514,Gunnar Markesjö,Royal Institute of Technology,Stockholm Municipality,Sweden
2515,Carl Jacob Magnell,Royal Institute of Technology,Stockholm Municipality,Sweden
2516,Erik Löfgren,Royal Institute of Technology,Stockholm Municipality,Sweden
2517,Alf Lysholm,Royal Institute of Technology,Stockholm Municipality,Sweden
2518,Sten Luthander,Royal Institute of Technology,Stockholm Municipality,Sweden
2519,Stig Lundquist,Royal Institute of Technology,Stockholm Municipality,Sweden
2520,Nils Ljungzell,Royal Institute of Technology,Stockholm Municipality,Sweden
2521,Svante Linusson,Royal Institute of Technology,Stockholm Municipality,Sweden
2522,Svante Lindqvist,Royal Institute of Technology,Stockholm Municipality,Sweden
2523,Tore Lindmark,Royal Institute of Technology,Stockholm Municipality,Sweden
2524,Gustaf Lindgren,Royal Institute of Technology,Stockholm Municipality,Sweden
2525,Bo Lehnert,Royal Institute of Technology,Stockholm Municipality,Sweden
2526,Bo Kalling,Royal Institute of Technology,Stockholm Municipality,Sweden
2527,Ingvar Jung,Royal Institute of Technology,Stockholm Municipality,Sweden
2528,Arne Johnson,Royal Institute of Technology,Stockholm Municipality,Sweden
2529,Peter Gudmundson,Royal Institute of Technology,Stockholm Municipality,Sweden
2530,Erik Glemme,Royal Institute of Technology,Stockholm Municipality,Sweden
2531,Erik Forslind,Royal Institute of Technology,Stockholm Municipality,Sweden
2532,Henrik Kreüger,Royal Institute of Technology,Stockholm Municipality,Sweden
2533,Anders Eriksson,Royal Institute of Technology,Stockholm Municipality,Sweden
2534,Lennart Enebo,Royal Institute of Technology,Stockholm Municipality,Sweden
2535,Rudolf S. Enblom,Royal Institute of Technology,Stockholm Municipality,Sweden
2536,Jonas Eliasson,Royal Institute of Technology,Stockholm Municipality,Sweden
2537,Lars Ekbom,Royal Institute of Technology,Stockholm Municipality,Sweden
2538,Gunnar von Heijne,Royal Institute of Technology,Stockholm Municipality,Sweden
2539,Gunnar Svedberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2540,Janne Carlsson,Royal Institute of Technology,Stockholm Municipality,Sweden
2541,Olle Bälter,Royal Institute of Technology,Stockholm Municipality,Sweden
2542,Jan-Erling Bäckvall,Royal Institute of Technology,Stockholm Municipality,Sweden
2543,Gösta Bystedt,Royal Institute of Technology,Stockholm Municipality,Sweden
2544,Janis Bubenko,Royal Institute of Technology,Stockholm Municipality,Sweden
2545,Gunnar Brodin,Royal Institute of Technology,Stockholm Municipality,Sweden
2546,Bertil Agdur,Royal Institute of Technology,Stockholm Municipality,Sweden
2547,Michael Benedicks,Royal Institute of Technology,Stockholm Municipality,Sweden
2548,Conny Palm,Royal Institute of Technology,Stockholm Municipality,Sweden
2549,Carl-Gunne Fälthammar,Royal Institute of Technology,Stockholm Municipality,Sweden
2550,Halina Neujahr,Royal Institute of Technology,Stockholm Municipality,Sweden
2551,Georgia Destouni,Royal Institute of Technology,Stockholm Municipality,Sweden
2552,Axel Hultgren,Royal Institute of Technology,Stockholm Municipality,Sweden
2553,Arne Bjerhammar,Royal Institute of Technology,Stockholm Municipality,Sweden
2554,Anders Lindquist,Royal Institute of Technology,Stockholm Municipality,Sweden
2555,Gunnar Fant,Royal Institute of Technology,Stockholm Municipality,Sweden
2556,Östen Mäkitalo,Royal Institute of Technology,Stockholm Municipality,Sweden
2557,Lars Israel Wahlman,Royal Institute of Technology,Stockholm Municipality,Sweden
2558,Heinz-Otto Kreiss,Royal Institute of Technology,Stockholm Municipality,Sweden
2559,Harry von Eckermann,Royal Institute of Technology,Stockholm Municipality,Sweden
2560,Nils Ahrbom,Royal Institute of Technology,Stockholm Municipality,Sweden
2561,Peter Pohl,Royal Institute of Technology,Stockholm Municipality,Sweden
2562,Fredrik Ljungström,Royal Institute of Technology,Stockholm Municipality,Sweden
2563,Waloddi Weibull,Royal Institute of Technology,Stockholm Municipality,Sweden
2564,Anders Franzén,Royal Institute of Technology,Stockholm Municipality,Sweden
2565,Isak Gustaf Clason,Royal Institute of Technology,Stockholm Municipality,Sweden
2566,Uno Åhrén,Royal Institute of Technology,Stockholm Municipality,Sweden
2567,Björn Engquist,Royal Institute of Technology,Stockholm Municipality,Sweden
2568,Alfred Grenander,Royal Institute of Technology,Stockholm Municipality,Sweden
2569,Karl Johan Åström,Royal Institute of Technology,Stockholm Municipality,Sweden
2570,Peter Celsing,Royal Institute of Technology,Stockholm Municipality,Sweden
2571,Christer Fuglesang,Royal Institute of Technology,Stockholm Municipality,Sweden
2572,Gunnar Asplund,Royal Institute of Technology,Stockholm Municipality,Sweden
2573,Ivar Otto Bendixson,Royal Institute of Technology,Stockholm Municipality,Sweden
2574,Hannes Alfvén,Royal Institute of Technology,Stockholm Municipality,Sweden
2575,Sverker Sörlin,Royal Institute of Technology,Stockholm Municipality,Sweden
2576,Rolf Carlson,Royal Institute of Technology,Stockholm Municipality,Sweden
2577,Björn Granström,Royal Institute of Technology,Stockholm Municipality,Sweden
2578,Hedvig Kjellström,Royal Institute of Technology,Stockholm Municipality,Sweden
2579,Liyun Yang,Royal Institute of Technology,Stockholm Municipality,Sweden
2580,Henrik Aspeborg,Royal Institute of Technology,Stockholm Municipality,Sweden
2581,Pierre Nyquist,Royal Institute of Technology,Stockholm Municipality,Sweden
2582,Joachim Oberhammer,Royal Institute of Technology,Stockholm Municipality,Sweden
2583,Gustav Martinsson,Royal Institute of Technology,Stockholm Municipality,Sweden
2584,Alireza Hajian,Royal Institute of Technology,Stockholm Municipality,Sweden
2585,Karim Elgammal,Royal Institute of Technology,Stockholm Municipality,Sweden
2586,PerMagnus Lindborg,Royal Institute of Technology,Stockholm Municipality,Sweden
2587,Mikaela Wiking,Royal Institute of Technology,Stockholm Municipality,Sweden
2588,Anastasia V Riazanova,Royal Institute of Technology,Stockholm Municipality,Sweden
2589,Yunguo Li,Royal Institute of Technology,Stockholm Municipality,Sweden
2590,Xi Pang,Royal Institute of Technology,Stockholm Municipality,Sweden
2591,Jinyue Yan,Royal Institute of Technology,Stockholm Municipality,Sweden
2592,Francesco Fuso Nerini,Royal Institute of Technology,Stockholm Municipality,Sweden
2593,Aman Russom,Royal Institute of Technology,Stockholm Municipality,Sweden
2594,Kjell Samuelson,Royal Institute of Technology,Stockholm Municipality,Sweden
2595,Mats Ericson,Royal Institute of Technology,Stockholm Municipality,Sweden
2596,Peter Erman,Royal Institute of Technology,Stockholm Municipality,Sweden
2597,Holger Erdtman,Royal Institute of Technology,Stockholm Municipality,Sweden
2598,Hans Rådström,Royal Institute of Technology,Stockholm Municipality,Sweden
2599,Hanno Essén,Royal Institute of Technology,Stockholm Municipality,Sweden
2600,Per Carlson,Royal Institute of Technology,Stockholm Municipality,Sweden
2601,Erik Tengström,Royal Institute of Technology,Stockholm Municipality,Sweden
2602,Erik Hägglund,Royal Institute of Technology,Stockholm Municipality,Sweden
2603,Ulf Grenander,Royal Institute of Technology,Stockholm Municipality,Sweden
2604,Peter Hansbo,Royal Institute of Technology,Stockholm Municipality,Sweden
2605,Jan Bäcklund,Royal Institute of Technology,Stockholm Municipality,Sweden
2606,Janne Wallenius,Royal Institute of Technology,Stockholm Municipality,Sweden
2607,Anders Szepessy,Royal Institute of Technology,Stockholm Municipality,Sweden
2608,Göran Stemme,Royal Institute of Technology,Stockholm Municipality,Sweden
2609,Torleif Härd,Royal Institute of Technology,Stockholm Municipality,Sweden
2610,Mats Hillert,Royal Institute of Technology,Stockholm Municipality,Sweden
2611,Pontus Herman Henriques,Royal Institute of Technology,Stockholm Municipality,Sweden
2612,Nils Hartler,Royal Institute of Technology,Stockholm Municipality,Sweden
2613,Erik G. Hallén,Royal Institute of Technology,Stockholm Municipality,Sweden
2614,Göran Grimvall,Royal Institute of Technology,Stockholm Municipality,Sweden
2615,Stellan Ekberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2616,Janis Bubenko,Royal Institute of Technology,Stockholm Municipality,Sweden
2617,Bertil Agdur,Royal Institute of Technology,Stockholm Municipality,Sweden
2618,Henry Radamson,Royal Institute of Technology,Stockholm Municipality,Sweden
2619,Tobias Benselfelt,Royal Institute of Technology,Stockholm Municipality,Sweden
2620,Haakan Hedenmalm,Royal Institute of Technology,Stockholm Municipality,Sweden
2621,Bo Schenkman,Royal Institute of Technology,Stockholm Municipality,Sweden
2622,Elisabeth Rachlew,Royal Institute of Technology,Stockholm Municipality,Sweden
2623,Mathias Uhlén,Royal Institute of Technology,Stockholm Municipality,Sweden
2624,Radwa Mahmoud Ashour,Royal Institute of Technology,Stockholm Municipality,Sweden
2625,Muhammad Afzal,Royal Institute of Technology,Stockholm Municipality,Sweden
2626,Simon J. Bleiker,Royal Institute of Technology,Stockholm Municipality,Sweden
2627,Stefan Östlund,Royal Institute of Technology,Stockholm Municipality,Sweden
2628,Örjan Ekeberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2629,Mathias Uhlén,Royal Institute of Technology,Stockholm Municipality,Sweden
2630,Stephan Schönecker,Royal Institute of Technology,Stockholm Municipality,Sweden
2631,V Korenivski,Royal Institute of Technology,Stockholm Municipality,Sweden
2632,Anders Broström,Royal Institute of Technology,Stockholm Municipality,Sweden
2633,Sven Gerdin,Royal Institute of Technology,Stockholm Municipality,Sweden
2634,Cecilia Williams,Royal Institute of Technology,Stockholm Municipality,Sweden
2635,Sasan Sadrizadeh,Royal Institute of Technology,Stockholm Municipality,Sweden
2636,Torbjörn Pettersson,Royal Institute of Technology,Stockholm Municipality,Sweden
2637,Erik Widman,Royal Institute of Technology,Stockholm Municipality,Sweden
2638,Olof Ljungström,Royal Institute of Technology,Stockholm Municipality,Sweden
2639,Johan Nilvebrant,Royal Institute of Technology,Stockholm Municipality,Sweden
2640,Anders Lansner,Royal Institute of Technology,Stockholm Municipality,Sweden
2641,Christofer Leygraf,Royal Institute of Technology,Stockholm Municipality,Sweden
2642,Ann-Christine Albertsson,Royal Institute of Technology,Stockholm Municipality,Sweden
2643,Mats Ohlin,Royal Institute of Technology,Stockholm Municipality,Sweden
2644,Christina Engdahl,Royal Institute of Technology,Stockholm Municipality,Sweden
2645,Michael Granit,Royal Institute of Technology,Stockholm Municipality,Sweden
2646,Nils Gyldén,Royal Institute of Technology,Stockholm Municipality,Sweden
2647,Fritz Hjelte,Royal Institute of Technology,Stockholm Municipality,Sweden
2648,Sara Zahedi,Royal Institute of Technology,Stockholm Municipality,Sweden
2649,Semida Silveira,Royal Institute of Technology,Stockholm Municipality,Sweden
2650,Anna-Karin Tornberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2651,Seif Haridi,Royal Institute of Technology,Stockholm Municipality,Sweden
2652,John Andersson,Royal Institute of Technology,Stockholm Municipality,Sweden
2653,Kjell Samuelson,Royal Institute of Technology,Stockholm Municipality,Sweden
2654,Torsten R. Åström,Royal Institute of Technology,Stockholm Municipality,Sweden
2655,Heinz-Otto Kreiss,Royal Institute of Technology,Stockholm Municipality,Sweden
2656,Harry von Eckermann,Royal Institute of Technology,Stockholm Municipality,Sweden
2657,Peter Pohl,Royal Institute of Technology,Stockholm Municipality,Sweden
2658,Axel Johannes Malmquist,Royal Institute of Technology,Stockholm Municipality,Sweden
2659,Hans Riesel,Royal Institute of Technology,Stockholm Municipality,Sweden
2660,Anders Björner,Royal Institute of Technology,Stockholm Municipality,Sweden
