,alumnusLabel,birthplaceLabel,birthplacecountryLabel,universityLabel
435,Mikael Odenberg,Stockholm,Sweden,Stockholm University
436,Pehr Kalm,Själevad parish,Sweden,Uppsala University
437,Carl Axel Magnus Lindman,Halmstad,Sweden,Uppsala University
438,Johan Ihre,Lunds Cathedral Assembly,Sweden,Uppsala University
439,Fredrik Hasselqvist,Törnevalla församling,Sweden,Uppsala University
440,Pehr Wilhelm Wargentin,Sunne,Sweden,Uppsala University
441,Axel Anderberg,Kristianstads Heliga Trefaldighets församling,Sweden,Royal Institute of Technology
442,Elias Wessén,Linderås församling,Sweden,Uppsala University
443,Knut Ångström,Uppsala Cathedral Assembly,Sweden,Uppsala University
444,Birger Ljungström,Uddevalla,Sweden,Royal Institute of Technology
445,Hugo von Zeipel,Stockholm,Sweden,Uppsala University
446,Hugo von Zeipel,Österhaninge församling,Sweden,Uppsala University
447,Gustaf Johan Billberg,Karlskrona,Sweden,Lund University
448,Per Collinder,Sundsvall,Sweden,Lund University
449,Per Collinder,Sundsvall,Sweden,Uppsala University
450,Göran Sonnevi,Lund,Sweden,Lund University
451,Clas Theodor Odhner,Alingsås landsförsamling,Sweden,Uppsala University
452,Hans Rausing,Gothenburg,Sweden,Lund University
453,Stefan Persson,Stockholm,Sweden,Stockholm University
454,Sture Petrén,Oscars Assembly,Sweden,Lund University
455,Carl Bergsten,Norrköping,Sweden,Royal Institute of Technology
456,Assar Lindbeck,Umeå,Sweden,Stockholm University
457,Olof Rudbeck the Younger,Uppsala,Sweden,Uppsala University
458,Bent Hamer,Sandefjord,Norway,Stockholm University
459,"Prince August, Duke of Dalarna",Drottningholm Palace,Sweden,Uppsala University
460,Erik Lindahl,Adolf Fredriks parish,Sweden,Lund University
461,Kornél Pajor,Budapest,Hungary,Royal Institute of Technology
462,Jens Lapidus,Hägersten,Sweden,Stockholm University
463,Johan Erhard Areschoug,Göteborg City,Sweden,Lund University
464,Jesper Swedberg,Falu Kristine församling,Sweden,Lund University
465,Jesper Swedberg,Falu Kristine församling,Sweden,Uppsala University
466,Johan Andreas Murray,Stockholm,Sweden,Uppsala University
467,Gustaf Åkerman,Stockholm,Sweden,Lund University
468,Gustaf Åkerman,Stockholm,Sweden,Uppsala University
469,Petter,Sweden,Sweden,Uppsala University
470,Bror Yngve Sjöstedt,Hjo,Sweden,Uppsala University
471,Gregor Paulsson,Helsingborgs Maria parish,Sweden,Lund University
472,Leif Erland Andersson,Falkenberg,Sweden,Lund University
473,Nicolaus Olai Bothniensis,Piteå,Sweden,Uppsala University
474,Axel Gustav Adlercreutz,Skara,Sweden,Uppsala University
475,Axel Hägerström,Vireda församling,Sweden,Uppsala University
476,Axel Johannes Malmquist,Askersund Municipality,Sweden,Stockholm University
477,Axel Moberg,Norrköping,Sweden,Lund University
478,Baltzar von Platen,Ystad,Sweden,Royal Institute of Technology
479,Bengt Danielsson,Krokek,Sweden,Uppsala University
480,Bengt Westerberg,Solna Municipality,Sweden,Karolinska Institute
481,Erling Eidem,Gothenburg,Sweden,University of Gothenburg
482,Christopher Jacob Boström,Piteå city Parish,Sweden,Uppsala University
483,Bertil Werkström,Lund,Sweden,Lund University
484,Bertil H. van Boer,Tallahassee,United States of America,Uppsala University
485,Johan Paulinus Lillienstedt,Pori,Finland,Uppsala University
486,Johan Adler Salvius,Strängnäs,Sweden,Uppsala University
487,Carl Stål,Stockholm,Sweden,Uppsala University
488,Carl Stål,Karlberg Palace,Sweden,Uppsala University
489,Johan Oxenstierna,Stockholm,Sweden,Uppsala University
490,Björn Engquist,Stockholm,Sweden,Royal Institute of Technology
491,Björn Engquist,Stockholm,Sweden,Uppsala University
492,Biörn Ivemark,Karlstad,Sweden,Karolinska Institute
493,Björn von Sydow,Solna Municipality,Sweden,Linköping University
494,Bo Bergman,Klara Parish,Sweden,Uppsala University
495,Bo Giertz,Räpplinge församling,Sweden,Uppsala University
496,Bo Ralph,Gothenburg,Sweden,University of Gothenburg
497,Boris Hagelin,"Hacıkənd, Goygol",Azerbaijan,Royal Institute of Technology
498,Gustaf Erik Pasch,Norrköping,Sweden,Uppsala University
499,Wilhelm Hisinger,Västmanland,Sweden,Uppsala University
500,Ragnar Sohlman,Kungsholms parish,Sweden,Royal Institute of Technology
501,Daniel Ek,Rågsved,Sweden,Royal Institute of Technology
502,Peter Jacob Hjelm,Göteryd,Sweden,Uppsala University
503,Åsa Larsson,Uppsala,Sweden,Uppsala University
504,Karl August Nicander,Strängnäs domkyrkoförsamling,Sweden,Uppsala University
505,Pontus Hultén,Stockholm,Sweden,Stockholm University
506,Ingemar Hedenius,Stockholm,Sweden,Uppsala University
507,Åsa Westlund,Gislaved,Sweden,University of Gothenburg
508,Erika Lust,Stockholm,Sweden,Lund University
509,Åke Bonnier,Stockholm,Sweden,Uppsala University
510,Åsa Romson,Rönninge,Sweden,Stockholm University
511,Torsten Wiesel,Uppsala,Sweden,Karolinska Institute
512,Anna-Karin Kammerling,Malmö,Sweden,Mid Sweden University
513,Anna Ottosson,Östersund,Sweden,Mid Sweden University
514,Sofia Helin,Hovsta,Sweden,Lund University
515,Dagmar Lange,Västerås,Sweden,Stockholm University
516,Ella Lemhagen,Uppsala,Sweden,Stockholm University
517,Cecilia Lindqvist,Lund,Sweden,Stockholm University
518,Frans Gustaf Emanuel Walberg,Lund,Sweden,Lund University
519,Georg Theodor Chiewitz,Stockholm City,Sweden,Royal Institute of Technology
520,Sara Lidman,Missenträsk,Sweden,Uppsala University
521,Helena Bergman,Skövde,Sweden,Umeå University
522,Hjalmar Gullberg,Malmö,Sweden,Lund University
523,Laila Freivalds,Riga,Latvia,Uppsala University
524,Bárbara Dührkop Dührkop,Hanover,Germany,Uppsala University
525,Sune Bergström,Kungsholms parish,Sweden,Stockholm University
526,Bengt I. Samuelsson,Halmstad,Sweden,Stockholm University
527,Bengt I. Samuelsson,Halmstad,Sweden,Karolinska Institute
528,Bengt I. Samuelsson,Halmstad,Sweden,Lund University
529,Hans Blix,Uppsala,Sweden,Stockholm University
530,Hans Blix,Uppsala,Sweden,Uppsala University
531,Lena Adelsohn Liljeroth,Stockholm,Sweden,Stockholm University
532,Lena Adelsohn Liljeroth,Spånga-Kista församling,Sweden,Stockholm University
533,Beatrice Ask,Sveg,Sweden,Uppsala University
534,Örjan Ouchterlony,Stockholm,Sweden,Karolinska Institute
535,Örjan Wikander,Helsingborg,Sweden,Lund University
536,Arvid Carlsson,Uppsala,Sweden,Lund University
537,Östen Bergstrand,Stockholm,Sweden,Uppsala University
538,Östen Undén,Karlstad,Sweden,Lund University
539,Östen Undén,Karlstad,Sweden,Uppsala University
540,Öyvind Fahlström,São Paulo,Brazil,Stockholm University
541,Per Olov Enquist,Hjoggböle,Sweden,Uppsala University
542,Johannes Rydberg,Halmstad,Sweden,Lund University
543,Gunnar Asplund,Stockholm,Sweden,Royal Institute of Technology
544,Oscar Montelius,Maria Magdalena parish,Sweden,Uppsala University
545,Carl Michael Bellman,Maria Magdalena parish,Sweden,Uppsala University
546,Johan Gadolin,Turku,Finland,Uppsala University
547,Herbert Blomstedt,Springfield,United States of America,Uppsala University
548,Johan August Arfwedson,Finnerödja,Sweden,Uppsala University
549,Helge von Koch,Stockholm,Sweden,Stockholm University
550,Helge von Koch,Stockholm,Sweden,Uppsala University
551,José González,Gothenburg,Sweden,University of Gothenburg
552,K. G. Hammar,Hässleholm,Sweden,Lund University
553,Lars Lagerbäck,Katrineholm,Sweden,Umeå University
554,Torsten Persson,Stockholm,Sweden,Stockholm University
555,Carl Jonas Love Almqvist,Adolf Fredriks parish,Sweden,Uppsala University
556,Christer Fuglesang,Nacka,Sweden,Royal Institute of Technology
557,Christer Fuglesang,Nacka,Sweden,Stockholm University
558,Hugo Alfvén,Stockholm,Sweden,Uppsala University
559,Pär Nuder,Täby,Sweden,Stockholm University
560,Fredrik Ferdinand Carlson,Alsike parish,Sweden,Uppsala University
561,Clas Bjerkander,Sweden,Sweden,Uppsala University
562,Martin P. Nilsson,Stoby församling,Sweden,Lund University
563,Karl Gustav Jöreskog,Åmål,Sweden,Uppsala University
564,Daniel Birnbaum,Stockholm,Sweden,Stockholm University
565,Per Engdahl,Jönköping,Sweden,Uppsala University
566,"Prince Eugen, Duke of Närke",Drottningholm Palace,Sweden,Uppsala University
567,Erik Axelsson Oxenstierna,Fiholm Castle,Sweden,Uppsala University
568,Abraham Constantin Mouradgea d’Ohsson,Istanbul,Turkey,Uppsala University
569,Erik Edlund,Edsbergs parish,Sweden,Uppsala University
570,Gustav Zander,Stockholm,Sweden,Karolinska Institute
571,Gustav Zander,Stockholm,Sweden,Uppsala University
572,Gottfrid Billing,Önnestad parish,Sweden,Lund University
573,Einar Billing,Lunds Cathedral Assembly,Sweden,Uppsala University
574,Sigfrid Siwertz,Klara Parish,Sweden,Uppsala University
575,Hjalmar Söderberg,Stockholm,Sweden,Uppsala University
576,Fredrik Lindström,Eskilstuna,Sweden,Uppsala University
577,Frans Michael Franzén,Oulu,Finland,Uppsala University
578,Lars Hörmander,Mjällby,Sweden,Lund University
579,Þórarinn Eldjárn,Reykjavík,Iceland,Lund University
580,Torsten Hägerstrand,Alvesta Municipality,Sweden,Lund University
581,Lennart Carleson,Stockholm,Sweden,Uppsala University
582,Johnny Roosval,Kalmar domkyrkoförsamling,Sweden,Uppsala University
583,Rolf Maximilian Sievert,Stockholm,Sweden,Royal Institute of Technology
584,Rolf Maximilian Sievert,Stockholm,Sweden,Karolinska Institute
585,Rolf Maximilian Sievert,Stockholm,Sweden,Uppsala University
586,Carl Adolph Agardh,Båstads parish,Sweden,Lund University
587,Carl August Hagberg,Lund,Sweden,Uppsala University
588,"Prince Gustaf Adolf, Duke of Västerbotten",Stockholm Palace,Sweden,Uppsala University
589,Peter Englund,Boden,Sweden,Uppsala University
590,Stan Hasselgård,Sundsvall,Sweden,Uppsala University
591,Sigfridus Aronus Forsius,Finland,Finland,Uppsala University
592,Olaus Rudbeck,Västerås domkyrkoförsamling,Sweden,Uppsala University
593,Adam Ludwig Lewenhaupt,Copenhagen,Denmark,Lund University
594,Adam Ludwig Lewenhaupt,Copenhagen,Denmark,Uppsala University
595,Salomon August Andrée,Gränna församling,Sweden,Royal Institute of Technology
596,Erik Josefsson,Lund,Sweden,Umeå University
597,Peter Celsing,Stockholm,Sweden,Royal Institute of Technology
598,Martin Vahl,Bergen,Norway,Uppsala University
599,Johan Gottlieb Gahn,Ovanåkers församling,Sweden,Uppsala University
600,Christopher Polhem,Tingstäde församling,Sweden,Uppsala University
601,Per Enflo,Stockholm,Sweden,Stockholm University
602,Ivar Tengbom,Vireda socken,Sweden,Chalmers University of Technology
603,Gösta Mittag-Leffler,Klara Parish,Sweden,Uppsala University
604,Oskar Backlund,Länghem,Sweden,Uppsala University
605,Ivar Wickman,Lunds Cathedral Assembly,Sweden,Karolinska Institute
606,Ivar Wickman,Lunds Cathedral Assembly,Sweden,Lund University
607,Jan Lennartsson,Västerås,Sweden,Chalmers University of Technology
608,Håkan Lans,Enskede-Årsta-Vantör city district,Sweden,Uppsala University
609,"Prince Gustaf, Duke of Uppland",Haga Palace,Sweden,Uppsala University
610,Göran Liljestrand,Masthuggs församling,Sweden,Stockholm University
611,Göran Liljestrand,Masthuggs församling,Sweden,Karolinska Institute
612,Gustaf de Laval,Orsa,Sweden,Royal Institute of Technology
613,Gustaf de Laval,Orsa,Sweden,Uppsala University
614,Adolf Törneros,Eskilstuna stadsförsamling,Sweden,Uppsala University
615,Bertil Lindblad,Örebro,Sweden,Uppsala University
616,Johan Gottschalk Wallerius,"Stora Mellösa, Närke",Sweden,Lund University
617,Johan Gottschalk Wallerius,"Stora Mellösa, Närke",Sweden,Uppsala University
618,Ludwig Ramberg,Helsingborgs Maria parish,Sweden,Lund University
619,Albert Atterberg,Härnösands domkyrkoförsamling,Sweden,Uppsala University
620,Brian Harold Mason,Port Chalmers,New Zealand,Stockholm University
621,Horace Engdahl,Karlskrona,Sweden,Stockholm University
622,Rutger Sernander,Viby parish,Sweden,Uppsala University
623,Uno Åhrén,Stockholm,Sweden,Royal Institute of Technology
624,Carl Henrik Fredriksson,Jönköping,Sweden,Lund University
625,Carl Henrik Fredriksson,Jönköping,Sweden,University of Gothenburg
626,Maciej Zaremba,Poznań,Poland,Stockholm University
627,Magnus Gabriel De la Gardie,Tallinn,Estonia,Uppsala University
628,Lars Gyllensten,Oscars Assembly,Sweden,Karolinska Institute
629,Jonas Jonasson,Växjö,Sweden,University of Gothenburg
630,Johan August Wahlberg,Fässbergs socken,Sweden,Uppsala University
631,Herbert Olivecrona,Visby parish,Sweden,Stockholm University
632,Lars Gårding,Hedemora,Sweden,Lund University
633,Göran Rothman,Skatelöv parish,Sweden,Uppsala University
634,Niklas Eklund,Gothenburg,Sweden,University of Gothenburg
635,Carl Fredrik Fallén,Kristinehamns,Sweden,Lund University
636,Carl-Gustav Esseen,Linköping,Sweden,Uppsala University
637,Einar Hille,New York City,United States of America,Stockholm University
638,Carl von Rosenstein,Uppsala Cathedral Assembly,Sweden,Uppsala University
639,Isak Gustaf Clason,Stora Kopparbergs församling,Sweden,Royal Institute of Technology
640,Guy von Dardel,Stockholm,Sweden,Royal Institute of Technology
641,Olof af Acrel,Österåkers församling,Sweden,Uppsala University
642,Tor Andræ,Vena församling,Sweden,Uppsala University
643,Gustav Sundbärg,Leksands parish,Sweden,Uppsala University
644,Göran Malmqvist,Jönköping,Sweden,Stockholm University
645,Göran Malmqvist,Jönköping,Sweden,Uppsala University
646,Sören Wibe,Östersund,Sweden,Umeå University
647,Sören Wibe,Östersund,Sweden,Stockholm University
648,Henrik Samuel Nyberg,Söderbärke församling,Sweden,Uppsala University
649,Carl Skottsberg,Karlshamns församling,Sweden,Uppsala University
650,Alf Ross,Copenhagen,Denmark,Uppsala University
651,Uno von Troil,Stockholm,Sweden,Uppsala University
652,Stane Dolanc,Hrastnik,Slovenia,Uppsala University
653,Ragnar Östberg,Stockholm,Sweden,Royal Institute of Technology
654,Soledad Fariña Vicuña,Antofagasta,Chile,Stockholm University
655,Jens Holm,Sundsvall,Sweden,Uppsala University
656,Lars Leijonborg,Täby,Sweden,Stockholm University
657,Sture Allén,Gothenburg,Sweden,University of Gothenburg
658,Knut Lundmark,Älvsby församling,Sweden,Uppsala University
659,Henrik Sjögren,Köping,Sweden,Karolinska Institute
660,Magnus Carlsson,Fristad,Sweden,University of Gothenburg
661,Tobias Krantz,Bankeryd,Sweden,Uppsala University
662,Fredrik Lilljekvist,Klara Parish,Sweden,Royal Institute of Technology
663,Olof Celsius,Uppsala Cathedral Assembly,Sweden,Uppsala University
664,Johan Gunnar Andersson,Knista parish,Sweden,Uppsala University
665,Lars Widding,Umeå,Sweden,Stockholm University
666,Ferdinand Boberg,Falu Kristine församling,Sweden,Royal Institute of Technology
667,Claës Fredrik Hornstedt,Linköping cathedral,Sweden,Uppsala University
668,Hrafn Gunnlaugsson,Reykjavík,Iceland,Stockholm University
669,Carl-Henric Svanberg,Porjus,Sweden,Linköping University
670,Carl-Henric Svanberg,Porjus,Sweden,Uppsala University
671,Håkan Hellström,Gothenburg,Sweden,University of Gothenburg
672,Per Georg Scheutz,Jönköpings Kristina församling,Sweden,Lund University
673,Stefan Attefall,Lycksele,Sweden,Umeå University
674,Dag Hartelius,Härnösands domkyrkoförsamling,Sweden,Uppsala University
675,Carl Henrik Boheman,Jönköping,Sweden,Lund University
676,Erik Stensiö,Oskarshamn,Sweden,Uppsala University
677,Einar Lönnberg,Stockholm,Sweden,Uppsala University
678,Gunnar Jarring,Höganäs,Sweden,Lund University
679,Johan Herman Lie Vogt,Tvedestrand,Norway,Stockholm University
680,Samuel Klingenstierna,Kärna församling,Sweden,Uppsala University
681,Sten Tolgfors,Forshaga,Sweden,Örebro University
682,Melodie MC,Sundsvall,Sweden,Mid Sweden University
683,Carl Gustaf af Leopold,Maria Magdalena parish,Sweden,Uppsala University
684,Bror Emil Hildebrand,Madesjö församling,Sweden,Lund University
685,Anna Gustafsson Chen,Sweden,Sweden,Stockholm University
686,Anna Gustafsson Chen,Sweden,Sweden,Lund University
687,Erik Benzelius the Elder,Luleå domkyrkoförsamling,Sweden,Uppsala University
688,Hans Alfredson,Malmö,Sweden,Lund University
689,Carl-Axel Acking,Helsingborg,Sweden,Royal Institute of Technology
690,Carl Abraham Pihl,Stavanger,Norway,Chalmers University of Technology
691,Bernhard Salin,Örebro Nikolai parish,Sweden,Uppsala University
692,Carl Fredric Adler,Stockholm,Sweden,Uppsala University
693,Carl Johan Malmsten,Skara domkyrkoförsamling,Sweden,Uppsala University
694,Carl Johan Tornberg,Linköping,Sweden,Uppsala University
695,Carl Kempe,Jakob and Johanne parish,Sweden,Uppsala University
696,Carl Larsson Kämpe,Vårgårda Municipality,Sweden,Uppsala University
697,Carl Ludvig Lithander,Reigi,Estonia,Uppsala University
698,Carl Schlyter,Danderyd Municipality,Sweden,Royal Institute of Technology
699,Carl Snoilsky,Klara Parish,Sweden,Uppsala University
700,Carl Wilhelm Samuel Aurivillius,Forsa församling,Sweden,Uppsala University
701,Oscar Almgren,Maria Magdalena parish,Sweden,Uppsala University
702,Christopher Tärnström,Uppsala,Sweden,Uppsala University
703,Clas Alströmer,Alingsås,Sweden,Uppsala University
704,Conrad Quensel,Scania,Sweden,Lund University
705,Ernst Wigforss,Halmstad,Sweden,Lund University
706,Peter Gärdenfors,Sweden,Sweden,Lund University
707,Dan Olweus,Kalmar,Sweden,Umeå University
